interarrival_time,service_time
0.7375140096707472,0.9443220462971262
0.5982281155386536,3.935155728140451
0.09056730913329632,1.57300834128408
0.6581871736565562,0.8020504413240163
0.301030464593957,0.4181000458994073
0.20014332432440948,0.10619278111588551
0.5748661553722368,1.3265898095660014
0.8132240127339319,0.8622870897768005
6.012263122301084,9.496854457065053
1.4610659138063167,2.1249238353238766
0.006052604778248525,0.05262890469376884
0.7454279248934033,1.8703541788092055
1.2940433711773853,0.5340753872372814
0.3387033180891302,2.0253157985561585
1.9740422094680379,11.90249944923162
3.504984984725213,0.6837318763264478
0.5419312222144901,0.7263510661966511
0.7097635075108075,1.8199773803545993
0.05131085208498557,0.06267908440044899
0.5651559510052,2.9810887368431906
2.4952674729716735,4.10030854021388
0.13295356612392084,2.8752337087607036
0.9542716794116308,0.7658290737164941
1.7643884616641345,2.7192728631753615
4.278988982582214,1.8366116098820289
0.5593833063466465,2.0636225610879446
1.426104417516712,4.736246335214217
0.5648969561471026,1.2174160571906403
6.1675481488928225,4.559769737027588
0.6612104836547212,0.06681879324557641
1.282847650978081,2.79243347864044
1.0344775197958793,5.428249905317715
0.017827273034439196,9.080513013867105
0.31526831210753753,0.8698508200906722
0.05055764645601937,0.36560609246609577
1.8116529164114519,1.6838049997041165
2.0184517984492136,4.757460144275326
2.283508420144576,1.2698090805721476
0.7453624606608178,2.6079586065750116
0.25563572359302533,5.279182607008327
3.9737946668650745,0.41748009722951246
0.4460367469837241,2.948457327176165
2.2234563392122615,1.2589139703074874
2.0124690156952667,1.5423010293936577
1.1902316181686325,4.261911839068263
5.729423614886426,1.7806113336053682
0.8592733310225039,3.8334065302638214
2.0075735698759294,0.2777339688614162
0.1878242548538407,2.2394168358930955
0.8936666062755969,6.594292787797778
3.211769154306839,1.0106819657072836
0.895037609614048,6.669566845844369
1.129762161252683,8.89403931928317
0.4082541604465741,1.7421741355472387
0.6018605014806797,1.0425517714407098
1.157792147580083,6.82563681793043
0.10125386415329506,1.4147114779217271
1.190126735602683,1.103518068350431
3.4672919711958525,6.339979351034766
0.2227727749996861,0.25572115007357077
2.6078051381331795,0.08278880994524332
0.839311647144438,4.7228899519750644
2.4197225206454047,2.7618354513313856
0.06408751896593778,1.482009276020287
1.9144707342949243,0.6961168846620507
1.116815446060666,1.7522609389975492
1.6055269187774783,1.7470279147900238
1.5380977265447793,3.6100748948757286
0.31586151245814836,2.7993829138812147
14.197233893342267,0.2428200803172994
0.8633191958629182,10.241889179147165
0.4711347767752704,7.973255272943401
1.309478033487933,0.28326828769793055
8.003569710592897,0.3172755474508591
0.8317133832679607,0.1420698620858685
3.7729692146073877,1.8966948714033234
1.021313212598872,3.8298517231240874
0.7936028011404002,0.46885610254142784
0.5659678214766709,3.0488371627777946
1.6447426486043721,2.719510872694202
2.8393153818816868,6.788673330236103
5.0294908400285605,0.3690850130131096
0.9305992672109935,4.613634260451904
3.8876039696582207,1.6804436097017907
0.13212053473923263,3.9892696129207414
0.7803767721897134,7.183650348903859
1.2783853283719047,1.7785747942788972
0.5567546789570893,18.577902624616414
0.7574783858087047,6.665679043897085
3.489363452089614,1.5340448528749757
1.4133541785286337,0.4128806418718492
1.2066646988023642,3.660892561527107
0.3009511163498851,0.3155706150651326
0.2236722416219582,3.7633296006113683
1.7766795839894063,0.03142218662625568
1.6262263305398978,2.867225653317839
0.45654956986604245,1.170702679091738
2.2930677650588294,3.188221141197407
1.1735521613789657,0.3874525326379904
0.5177591287379911,4.566098846966644
